url,price,low_price,high_price,Product Dimensions,Item model number,Department,Date First Available,Manufacturer,ASIN,Rank,Reviews
https://www.amazon.com/Purex-Detergent-Crystals-Fragrance-Lavender/dp/B00KO8JP8Q/ref=sr_1_278?dib=eyJ2IjoiMSJ9.E_IPw9tUnh_YJRDe5IHLKyzjPbKx4-MTu95rpg1UW-ir_zi-ME-N4xIXsXQMumrmMqIaKbT0mY5vaL0QTBNK2B1EOgfmembtw30RI7L0H5uJR_eqbDzDdRSxHfrYZ8zvPwe4diK27yjOIaEaWoUhJILB0WsAb7taWnVSWUep8IDF98jCYfi9uLZp6GKx3GdGC3hZYRoPhdxa838tKElVJc0AZhqiXUiMexaJSnnMGUxzvmff6lXHmIQ1fnpG-7pCAKo_SXEdiEVv2rkkMMa39A8dgn-utl5Y5uSNtZhs3KM.w1lujEUs3fhE9UiveBhlnFO61yGMvoD8sEbhgGGrX84&dib_tag=se&keywords=Detergent&qid=1731188199&sr=8-278,0,0,0,  6.34 x 9.05 x 10.76 inches; 9.78 Pounds,  E002244H,,"  May 30, 2014",  No,  B00KO8JP8Q," #325,028 in Health & Household (See Top 100 in Health & Household)
#1,704 in Liquid Laundry Detergent
#7,701 in Sales & Deals","
4.7 
4.7 out of 5 stars
    1,792 ratings"
